0.000000 0.000000 
0.001953 0.049068 
0.003906 0.098017 
0.005859 0.146730 
0.007812 0.195090 
0.009766 0.242980 
0.011719 0.290285 
0.013672 0.336890 
0.015625 0.382683 
0.017578 0.427555 
0.019531 0.471397 
0.021484 0.514103 
0.023438 0.555570 
0.025391 0.595699 
0.027344 0.634393 
0.029297 0.671559 
0.031250 0.707107 
0.033203 0.740951 
0.035156 0.773010 
0.037109 0.803208 
0.039062 0.831470 
0.041016 0.857729 
0.042969 0.881921 
0.044922 0.903989 
0.046875 0.923880 
0.048828 0.941544 
0.050781 0.956940 
0.052734 0.970031 
0.054688 0.980785 
0.056641 0.989177 
0.058594 0.995185 
0.060547 0.998795 
0.062500 1.000000 
0.064453 0.998795 
0.066406 0.995185 
0.068359 0.989177 
0.070312 0.980785 
0.072266 0.970031 
0.074219 0.956940 
0.076172 0.941544 
0.078125 0.923880 
0.080078 0.903989 
0.082031 0.881921 
0.083984 0.857729 
0.085938 0.831470 
0.087891 0.803208 
0.089844 0.773010 
0.091797 0.740951 
0.093750 0.707107 
0.095703 0.671559 
0.097656 0.634393 
0.099609 0.595699 
0.101562 0.555570 
0.103516 0.514103 
0.105469 0.471397 
0.107422 0.427555 
0.109375 0.382683 
0.111328 0.336890 
0.113281 0.290285 
0.115234 0.242980 
0.117188 0.195090 
0.119141 0.146730 
0.121094 0.098017 
0.123047 0.049068 
0.125000 0.000000 
0.126953 -0.049068 
0.128906 -0.098017 
0.130859 -0.146730 
0.132812 -0.195090 
0.134766 -0.242980 
0.136719 -0.290285 
0.138672 -0.336890 
0.140625 -0.382683 
0.142578 -0.427555 
0.144531 -0.471397 
0.146484 -0.514103 
0.148438 -0.555570 
0.150391 -0.595699 
0.152344 -0.634393 
0.154297 -0.671559 
0.156250 -0.707107 
0.158203 -0.740951 
0.160156 -0.773010 
0.162109 -0.803208 
0.164062 -0.831470 
0.166016 -0.857729 
0.167969 -0.881921 
0.169922 -0.903989 
0.171875 -0.923880 
0.173828 -0.941544 
0.175781 -0.956940 
0.177734 -0.970031 
0.179688 -0.980785 
0.181641 -0.989177 
0.183594 -0.995185 
0.185547 -0.998795 
0.187500 -1.000000 
0.189453 -0.998795 
0.191406 -0.995185 
0.193359 -0.989177 
0.195312 -0.980785 
0.197266 -0.970031 
0.199219 -0.956940 
0.201172 -0.941544 
0.203125 -0.923880 
0.205078 -0.903989 
0.207031 -0.881921 
0.208984 -0.857729 
0.210938 -0.831470 
0.212891 -0.803208 
0.214844 -0.773010 
0.216797 -0.740951 
0.218750 -0.707107 
0.220703 -0.671559 
0.222656 -0.634393 
0.224609 -0.595699 
0.226562 -0.555570 
0.228516 -0.514103 
0.230469 -0.471397 
0.232422 -0.427555 
0.234375 -0.382683 
0.236328 -0.336890 
0.238281 -0.290285 
0.240234 -0.242980 
0.242188 -0.195090 
0.244141 -0.146730 
0.246094 -0.098017 
0.248047 -0.049068 
0.250000 -0.000000 
0.251953 0.049068 
0.253906 0.098017 
0.255859 0.146730 
0.257812 0.195090 
0.259766 0.242980 
0.261719 0.290285 
0.263672 0.336890 
0.265625 0.382683 
0.267578 0.427555 
0.269531 0.471397 
0.271484 0.514103 
0.273438 0.555570 
0.275391 0.595699 
0.277344 0.634393 
0.279297 0.671559 
0.281250 0.707107 
0.283203 0.740951 
0.285156 0.773010 
0.287109 0.803208 
0.289062 0.831470 
0.291016 0.857729 
0.292969 0.881921 
0.294922 0.903989 
0.296875 0.923880 
0.298828 0.941544 
0.300781 0.956940 
0.302734 0.970031 
0.304688 0.980785 
0.306641 0.989177 
0.308594 0.995185 
0.310547 0.998795 
0.312500 1.000000 
0.314453 0.998795 
0.316406 0.995185 
0.318359 0.989177 
0.320312 0.980785 
0.322266 0.970031 
0.324219 0.956940 
0.326172 0.941544 
0.328125 0.923880 
0.330078 0.903989 
0.332031 0.881921 
0.333984 0.857729 
0.335938 0.831470 
0.337891 0.803208 
0.339844 0.773010 
0.341797 0.740951 
0.343750 0.707107 
0.345703 0.671559 
0.347656 0.634393 
0.349609 0.595699 
0.351562 0.555570 
0.353516 0.514103 
0.355469 0.471397 
0.357422 0.427555 
0.359375 0.382683 
0.361328 0.336890 
0.363281 0.290285 
0.365234 0.242980 
0.367188 0.195090 
0.369141 0.146730 
0.371094 0.098017 
0.373047 0.049068 
0.375000 0.000000 
0.376953 -0.049068 
0.378906 -0.098017 
0.380859 -0.146730 
0.382812 -0.195090 
0.384766 -0.242980 
0.386719 -0.290285 
0.388672 -0.336890 
0.390625 -0.382683 
0.392578 -0.427555 
0.394531 -0.471397 
0.396484 -0.514103 
0.398438 -0.555570 
0.400391 -0.595699 
0.402344 -0.634393 
0.404297 -0.671559 
0.406250 -0.707107 
0.408203 -0.740951 
0.410156 -0.773010 
