0.000000 0.037878 
0.000488 0.238295 
0.000977 0.424505 
0.001465 0.562918 
0.001953 0.624686 
0.002441 0.591352 
0.002930 0.459110 
0.003418 0.240790 
0.003906 -0.034995 
0.004395 -0.327548 
0.004883 -0.590211 
0.005371 -0.777935 
0.005859 -0.855076 
0.006348 -0.802040 
0.006836 -0.619548 
0.007324 -0.329663 
0.007812 0.026784 
0.008301 0.396065 
0.008789 0.719889 
0.009277 0.944845 
0.009766 1.031409 
0.010254 0.960951 
0.010742 0.739491 
0.011230 0.397478 
0.011719 -0.014495 
0.012207 -0.433415 
0.012695 -0.793795 
0.013184 -1.038236 
0.013672 -1.126840 
0.014160 -1.043892 
0.014648 -0.800678 
0.015137 -0.433911 
0.015625 -0.000000 
0.016113 0.433911 
0.016602 0.800678 
0.017090 1.043892 
0.017578 1.126840 
0.018066 1.038236 
0.018555 0.793795 
0.019043 0.433415 
0.019531 0.014495 
0.020020 -0.397478 
0.020508 -0.739491 
0.020996 -0.960951 
0.021484 -1.031409 
0.021973 -0.944845 
0.022461 -0.719889 
0.022949 -0.396065 
0.023438 -0.026784 
0.023926 0.329663 
0.024414 0.619548 
0.024902 0.802040 
0.025391 0.855076 
0.025879 0.777935 
0.026367 0.590211 
0.026855 0.327548 
0.027344 0.034995 
0.027832 -0.240790 
0.028320 -0.459110 
0.028809 -0.591352 
0.029297 -0.624686 
0.029785 -0.562918 
0.030273 -0.424505 
0.030762 -0.238295 
0.031250 -0.037878 
0.031738 0.144388 
0.032227 0.282602 
0.032715 0.360961 
0.033203 0.375314 
0.033691 0.332528 
0.034180 0.247996 
0.034668 0.141894 
0.035156 0.034995 
0.035645 -0.055135 
0.036133 -0.116896 
0.036621 -0.145944 
0.037109 -0.144924 
0.037598 -0.121840 
0.038086 -0.087558 
0.038574 -0.053021 
0.039062 -0.026784 
0.039551 -0.013382 
0.040039 -0.012782 
0.040527 -0.020965 
0.041016 -0.031409 
0.041504 -0.037071 
0.041992 -0.032384 
0.042480 -0.014795 
0.042969 0.014495 
0.043457 0.050731 
0.043945 0.086688 
0.044434 0.114357 
0.044922 0.126840 
0.045410 0.120013 
0.045898 0.093572 
0.046387 0.051227 
0.046875 0.000000 
0.047363 -0.051227 
0.047852 -0.093572 
0.048340 -0.120013 
0.048828 -0.126840 
0.049316 -0.114357 
0.049805 -0.086688 
0.050293 -0.050731 
0.050781 -0.014495 
0.051270 0.014795 
0.051758 0.032384 
0.052246 0.037071 
0.052734 0.031409 
0.053223 0.020965 
0.053711 0.012782 
0.054199 0.013382 
0.054688 0.026784 
0.055176 0.053021 
0.055664 0.087558 
0.056152 0.121840 
0.056641 0.144924 
0.057129 0.145944 
0.057617 0.116896 
0.058105 0.055135 
0.058594 -0.034995 
0.059082 -0.141894 
0.059570 -0.247996 
0.060059 -0.332528 
0.060547 -0.375314 
0.061035 -0.360961 
0.061523 -0.282602 
0.062012 -0.144388 
0.062500 0.037878 
0.062988 0.238295 
0.063477 0.424505 
0.063965 0.562918 
0.064453 0.624686 
0.064941 0.591352 
0.065430 0.459110 
0.065918 0.240790 
0.066406 -0.034995 
0.066895 -0.327548 
0.067383 -0.590211 
0.067871 -0.777935 
0.068359 -0.855076 
0.068848 -0.802040 
0.069336 -0.619548 
0.069824 -0.329663 
0.070312 0.026784 
0.070801 0.396065 
0.071289 0.719889 
0.071777 0.944845 
0.072266 1.031409 
0.072754 0.960951 
0.073242 0.739491 
0.073730 0.397478 
0.074219 -0.014495 
0.074707 -0.433415 
0.075195 -0.793795 
0.075684 -1.038236 
0.076172 -1.126840 
0.076660 -1.043892 
0.077148 -0.800678 
0.077637 -0.433911 
0.078125 -0.000000 
0.078613 0.433911 
0.079102 0.800678 
0.079590 1.043892 
0.080078 1.126840 
0.080566 1.038236 
0.081055 0.793795 
0.081543 0.433415 
0.082031 0.014495 
0.082520 -0.397478 
